lat,lon,lat_sin,lat_cos,lon_sin,lon_cos,elevation,coastal_distance,coastal_distance_log,baseline_temp,baseline_humidity,baseline_solar_radiation,baseline_wind_speed,zone_tropical,zone_subtropical,zone_temperate,zone_cold,year,year_norm,year_sin,year_cos,intervention_green_roof,intervention_solar_panels,intervention_flood_walls,intervention_permeable,n_interventions,building_age,building_area,building_area_log,building_type,solar_x_green,solar_x_solar_panel,coast_x_flood_wall,city
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,1,1,0,3,39.92155883992338,242.062900200251,5.493320258405744,0,0.62,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,0,1,3,53.25813452582245,345.019957215491,5.846496453207865,0,0.62,0.62,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,0,0,0,1,48.40060255376932,285.1946436290852,5.656672151465331,1,0.62,0.0,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,0,2,45.79562177181859,19.867219952091048,3.0381795043623483,2,0.0,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,1,1,4,64.58323398419071,279.05698218659296,5.634993090273605,0,0.62,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,1,1,3,15.451506588407229,68.20118790379058,4.237018028716034,1,0.62,0.0,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,0,0,0,74.50224361664291,5142.659268180437,8.545520025033925,2,0.0,0.0,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,1,1,1,3,1.454118653516856,36.40463968651811,3.6217947525154575,4,0.0,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,0,1,2,21.12108566702667,118.6575158069915,4.784633627316763,1,0.0,0.62,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,0,0,2,52.74565095668757,89.12049574447512,4.501147616486276,2,0.62,0.62,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,1,1,2,34.805611546405274,839.7130907170838,6.734250449231016,4,0.0,0.0,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,0,0,0,58.073601951717535,378.6595731982737,5.939274991193492,1,0.0,0.0,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,1,0,2,1.7437231505234863,157.2732470343364,5.064322950926345,2,0.62,0.0,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,0,1,1,3,15.460744089149268,120.84628317282258,4.802760276305386,0,0.62,0.0,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,1,1,3,31.720307737975773,218.19466891560003,5.3899602341375985,0,0.0,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,1,1,1,4,16.794040799437955,93.41819303740897,4.5477337774367,2,0.62,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,1,0,1,24.773782050553024,112.93422192469235,4.73562128120496,3,0.0,0.0,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,1,1,1,4,15.024989520404723,148.4450207063061,5.006928570719613,0,0.62,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,1,0,0,2,48.866745567144044,226.18556165011637,5.425767135752476,2,0.62,0.62,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,0,0,1,18.46738517692988,113.71540500855869,4.742454322079103,4,0.62,0.0,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,1,1,1,4,43.582419025651085,140.6112589591872,4.953085690522313,1,0.62,0.62,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,0,0,0,1,71.62311680035204,207.81814570806156,5.341463756964582,2,0.62,0.0,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,0,1,0,1,50.07486436077655,38.969917591062675,3.688127110951346,4,0.0,0.0,0.5,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,0,0,1,30.711192658091086,176.30231141046556,5.177856249715239,4,0.62,0.0,0.0,chicago
41.88,-87.63,0.6675727010467905,0.7445446184192674,-0.9991446191812813,0.04135250852236734,180,1.0,0.6931471805599453,10.5,72,155,8.5,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,1,0,0,2,31.81358963763128,551.861635163226,6.3151077625537395,3,0.62,0.62,0.0,chicago
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,1,0,1,4.139775042646514,517.1046867190718,6.250177319753717,4,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,0,0,1,1,50.909588676692806,225.992909368661,5.424918780732135,1,0.0,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,0,0,2,27.532505287267462,434.6264554820649,6.076785122644506,4,0.88,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,0,0,1,0,1,62.00801495178828,231.39607904398173,5.4484431532518744,3,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,0,0,0,62.616968218520626,460.7450091251016,6.135012810412602,2,0.0,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,0,1,0,2,76.16244046861867,116.89555726105844,4.769799124569196,1,0.88,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,0,1,1,3,52.199038451518604,895.3306493775223,6.798309373223853,4,0.88,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,1,1,3,27.867191861641807,663.0117322302533,6.498299818341804,1,0.88,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,1,1,2,12.82195280890579,192.28229091952778,5.2641517675297225,2,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,0,0,0,1,73.97862767199341,159.21693845048426,5.076528762193994,2,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,1,1,2,5.845374959621381,89.57829897266237,4.506214658670021,1,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,0,1,1,2,34.45045276126553,562.0315698823244,6.33333570095892,3,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,0,0,1,33.86447553754873,206.5768097380191,5.33550143858784,2,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,1,0,0,1,62.13247919872358,368.79275416139063,5.912942724822149,3,0.0,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,0,1,0,1,77.76430389154444,204.2391076113711,5.324175678039419,3,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,0,1,1,0,2,36.40020867932626,43.7563810024243,3.8012340267885034,1,0.0,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,0,2,69.95946432147538,161.31990374942635,5.089569102549335,3,0.0,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,1,1,4,16.354446645711,1315.8830612791555,7.18302290606162,4,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,1,1,2,54.190562054158434,62.14671340776314,4.145460803226209,1,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,0,0,1,2,54.626869562513846,51.05704567750018,3.9523401495408805,4,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,1,1,4,79.19468100716246,264.550120679786,5.581803601320521,1,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,0,0,0,1,55.84441827088733,147.3436954161658,4.999531847796458,4,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,1,1,0,3,65.30537343604932,186.78165726247246,5.235279890345149,2,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,1,0,1,21.447992527208093,143.21295649747276,4.9712910716984995,3,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,1,0,1,2,79.3854106879398,176.54704590337883,5.1792356211396084,3,0.0,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,0,1,0,1,15.674604285455533,88.39127241203151,4.49302305338744,3,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,0,0,1,1,60.0101740472211,678.932677905872,6.521993790189424,2,0.0,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,0,1,3,42.44446457478701,454.8725246503358,6.12221321922726,4,0.88,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,1,1,3,62.11188635010279,118.61592790292212,4.784286009095173,1,0.88,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,1,0,0,2,11.379940347383766,146.5841668742947,4.9943986359131225,3,0.88,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,0,1,2,54.206037753293906,692.5124610667298,6.541769207966535,3,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,0,0,1,61.32457548079182,328.40376581075986,5.79728425001201,0,0.0,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,1,1,0,3,78.93035146297214,1288.4739899313656,7.16198965445598,0,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,0,0,1,56.75166564640421,1378.1060235833047,7.229190759234733,2,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,0,0,0,0,30.272351180484005,76.92155966592601,4.355702675380441,3,0.0,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,1,0,0,0,1,66.84215227735626,404.0922926510998,6.004114924234267,0,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,0,0,1,51.58179491462456,729.7786846444197,6.594110656925253,0,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,1,0,1,17.16997992966202,32.36975109790457,3.507649833877346,4,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,0,1,2,63.69292872315613,354.43886253456844,5.873353258460954,4,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,1,0,1,2,38.12380107309196,750.6110912179184,6.6222190242397945,3,0.0,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,1,1,4,79.14830839132873,1021.8731463364769,6.930370756636667,1,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,1,1,1,4,41.84608099908611,409.9332074154891,6.0184306889185955,1,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,0,0,1,69.46228132389467,94.45047131221611,4.558607487951249,4,0.0,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,1,0,0,1,74.85410961568343,294.8739732842328,5.6899335977283645,2,0.0,0.88,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,0,1,0,2,59.5427008465509,139.85530331168403,4.9477331458086855,0,0.88,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,1,0,1,22.56791248444201,281.9215311297457,5.645169584035464,2,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,0,0,0,0,3.3678798277015787,437.4250450543783,6.083188862319514,3,0.0,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,0,1,1,3,57.970509136932364,176.51329572156203,5.179045511583785,4,0.88,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,0,0,1,2,56.531655931366565,110.56422818050913,4.714600462547618,4,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,0,0,1,2,71.67812925796486,170.1235599093765,5.14238586814224,1,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,0,0,1,60.990305365367334,190.0185179962872,5.252370376207147,1,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,0,0,0,0,77.85166767936585,1149.428230739228,7.047889526598948,1,0.0,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,0,1,1,2,18.61060388480805,1254.2384362540265,7.135080822567284,2,0.0,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,1,1,0,3,41.68046457828966,5575.6988503360335,8.626352276426298,4,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,0,1,1,3,37.10770795273186,313.6210105289467,5.751368773292279,4,0.88,0.0,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,0,0,0,1,1,24.993466949800673,260.8834716678666,5.56789964019751,4,0.0,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,0,0,1,2,64.75765078869799,989.3126262349392,6.898020677355035,0,0.88,0.0,0.0,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,1,0,3,34.13693135265774,21.2112983337023,3.100601093365828,0,0.88,0.88,0.012345679012345678,houston
29.76,-95.37,0.49636802539537683,0.8681121951482392,-0.9956111031289762,-0.09358702541647052,15,80.0,4.394449154672439,21.5,80,220,4.5,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,0,0,1,0,1,29.50315275170249,123.24476275911015,4.822253513256255,3,0.0,0.0,0.012345679012345678,houston
