lat,lon,lat_sin,lat_cos,lon_sin,lon_cos,elevation,coastal_distance,coastal_distance_log,baseline_temp,baseline_humidity,baseline_solar_radiation,baseline_wind_speed,zone_tropical,zone_subtropical,zone_temperate,zone_cold,year,year_norm,year_sin,year_cos,intervention_green_roof,intervention_solar_panels,intervention_flood_walls,intervention_permeable,n_interventions,building_age,building_area,building_area_log,building_type,solar_x_green,solar_x_solar_panel,coast_x_flood_wall,city,resilience_score,temp_reduction_f,flood_risk_reduction,energy_savings_usd
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,1,0,0,1,32.20904253627596,292.2445982679173,5.681007067135174,3,0.0,0.56,0.0,portland,44.07748804807572,0.5620200235884305,0.0,1234.4816664544458
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,0,1,3,44.607887290036395,16.381986056192225,2.8554343858168236,3,0.56,0.56,0.0,portland,62.348038163542434,4.206753016473323,12.777369098452068,1191.0534227699216
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,1,1,3,47.69915276383464,303.5383523194944,5.71879703100685,0,0.0,0.56,0.012345679012345678,portland,65.10585483661461,2.27921426054734,79.76895178091095,746.3878215389957
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,1,0,1,2,60.523757072152584,189.5846876042454,5.250096650134739,0,0.0,0.56,0.0,portland,51.7274216890286,1.8877440860339352,5.85561396983305,620.5339013156731
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,0,0,0,0,79.26926752848507,185.07831887963582,5.226167654333778,0,0.0,0.0,0.0,portland,29.458218052157918,0.0,0.0,2.2585983631655235
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,1,1,1,3,0.5372627330708113,374.69934091069285,5.928789198281586,2,0.0,0.56,0.012345679012345678,portland,77.75049877428032,2.4359431434664187,44.78698300379012,2994.0280556500766
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,1,3,77.3411170913626,110.42329956160319,4.7133364578824555,1,0.0,0.56,0.012345679012345678,portland,63.75489474767746,2.25864371396325,109.29283377986243,1159.2602847326832
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,1,0,2,72.72408158386271,364.66601259693675,5.901720382900699,4,0.0,0.56,0.012345679012345678,portland,54.1262313379443,0.9022922983121487,72.24527323912895,1378.070421023587
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,1,0,3,55.99848174578091,1301.3028430580173,7.171889394076564,2,0.56,0.56,0.012345679012345678,portland,71.00693401020108,3.26586088367174,84.37036957082478,4716.7125829380275
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,0,1,0,1,57.36455731524357,261.2643110271645,5.569352815957822,2,0.0,0.0,0.012345679012345678,portland,49.34172770166772,0.31254931905835126,37.55799035076124,1.3660228301270076
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,0,2,51.58984917422898,709.3238456759831,6.565720986714347,0,0.0,0.56,0.012345679012345678,portland,53.731285825320256,0.6786733308748621,93.03404010001292,1096.677431380444
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,0,0,1,56.58137553562726,49.15330173279731,3.9150843493852876,2,0.0,0.56,0.0,portland,41.599152709015634,0.661399094248263,0.0,1508.2490799236791
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,0,1,3,43.468113393900616,270.4722859105476,5.603860056486169,0,0.56,0.56,0.0,portland,57.11491935006027,4.284515179264339,27.237025940721484,1153.1154384067272
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,0,0,0,1,8.686923825724246,176.10495097395778,5.17674250020807,4,0.56,0.0,0.0,portland,39.305305282133084,2.1399316112264204,0.4892964318324822,329.99089767094705
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,0,0,0,0,13.150298073955495,1704.227042098881,7.441453543373614,2,0.0,0.0,0.0,portland,31.502990948694865,0.07212253727997919,0.7308995837736525,0.0
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,1,0,0,1,43.52784731858486,270.91919774112483,5.6055049550346,1,0.0,0.56,0.0,portland,45.93193087992323,0.3375462824008595,0.0,1508.4814054043536
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,1,1,4,9.155625517690407,36.74546441832695,3.6308653206178128,4,0.56,0.56,0.012345679012345678,portland,74.65612744012745,4.990347687167714,121.34714667143476,1407.2514072010247
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,1,0,0,1,39.862332696826414,450.67306070822707,6.112958601095069,0,0.0,0.56,0.0,portland,40.65720217175908,0.2541874314507324,0.0,881.1883821585888
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,0,1,1,14.755676870947303,648.5582452630621,6.476292509169292,4,0.0,0.0,0.0,portland,40.564374951144565,1.835457922175749,23.66281474944115,158.82446829018008
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,1,0,0,1,11.236012671121811,72.79386698485133,4.30127562496687,0,0.0,0.56,0.0,portland,41.43867731973972,0.390139176485722,0.0,505.60615493186083
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,0,2,59.62249377236578,720.0464014789962,6.580703492327845,1,0.0,0.56,0.012345679012345678,portland,62.53068807752589,0.7713005970865899,86.29755633842286,2630.5639768820124
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,1,0,3,31.23572083175679,1271.7029182969206,7.148898199992089,4,0.56,0.56,0.012345679012345678,portland,75.18319362151708,3.131269589381957,50.34736633154189,3352.8619971971298
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,1,1,2,6.9440354680578675,130.8924369058692,4.881986718472537,4,0.0,0.0,0.012345679012345678,portland,56.07550360810872,2.1101793734575813,108.44970153259494,142.4887989404484
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,0,1,0,1,17.603865638128624,118.23004486425555,4.78105477710125,0,0.0,0.0,0.012345679012345678,portland,47.19287757708404,0.3043966682054613,35.57001669758785,0.0
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,0,0,1,52.483808404894276,65.13172115074629,4.191648528124627,1,0.0,0.56,0.0,portland,39.55821202974577,0.3228592467774328,0.0,1155.6095828084476
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,0,1,2,25.64672499599249,64.34630362680657,4.179700875759048,1,0.0,0.56,0.0,portland,52.25806567257976,2.2939412637513104,12.947418592469175,1374.6213074330506
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,1,1,0,2,44.85222725833346,209.76055867736198,5.350722696112681,3,0.0,0.56,0.012345679012345678,portland,59.98104599125451,0.8501636039426834,25.420929802694978,992.7779765121725
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,1,1,4,33.25467273171433,116.43359905245376,4.765873059399659,2,0.56,0.56,0.012345679012345678,portland,80.21261889339421,4.366268027842874,110.96410361013882,2017.1798182866107
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,0,0,0,1,22.12576109255222,368.61443996209346,5.912460408165858,2,0.56,0.0,0.0,portland,41.53919564160574,2.3130076790455227,0.0,340.98109873369634
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,1,0,1,2,19.76540698245752,1308.4451439563798,7.177358772238996,1,0.0,0.56,0.0,portland,63.332194237192525,2.257788616739345,8.719866713044622,4066.513136572683
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,0,0,2,6.634897829453843,351.8704539287815,5.866101003539995,1,0.56,0.56,0.0,portland,57.18816749555828,2.6980206898781636,0.0,2226.672561849421
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,1,0,3,19.237884327619035,466.3874326849403,6.147158534034548,1,0.56,0.56,0.012345679012345678,portland,74.2654804122108,3.4357752153498984,49.6148274866341,2621.110454571294
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,1,1,0,3,48.86596403727758,299.8273872989419,5.706536636132318,1,0.56,0.56,0.012345679012345678,portland,69.6058012849582,2.857825192536758,72.69784892456278,1931.2548735773037
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,2,4.266771336594202,2959.39124779485,7.993076716892394,1,0.56,0.0,0.0,portland,52.344609654861436,4.023324918541868,24.128821559439256,449.56706430544176
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,1,0,0,2,27.841041173685646,60.97577461180153,4.12674357662171,0,0.56,0.56,0.0,portland,48.33048345176508,2.9743663673959624,0.03506775918306369,821.8619192267049
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,0,1,1,60.15604066173943,466.43220725620967,6.147254326996935,3,0.0,0.0,0.0,portland,40.009921046820814,1.5257881010844965,15.98241412269216,116.58620121044216
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,1,0,2,54.74446557438094,121.34719903933743,4.806862896609365,2,0.0,0.56,0.012345679012345678,portland,57.40429901510533,0.8431771739771575,61.198726533581066,1609.320354431914
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,0,1,1,3,60.66978212788343,1848.4615007242676,7.522649795010579,3,0.56,0.0,0.012345679012345678,portland,66.73416887890681,4.366429957140745,113.84642442965728,436.319128114501
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,0,2,74.77465822939281,127.38368913247601,4.855023351508118,4,0.0,0.56,0.012345679012345678,portland,51.958832456678714,0.7842205896858244,83.97248679459817,809.1302196300741
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,1,0,1,3,76.95088810948724,51.63297859188412,3.963342892707901,3,0.56,0.56,0.0,portland,59.08105246049484,4.733730881541476,19.77299591371874,1072.496893672656
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,1,3,46.33225486911839,165.16534489466045,5.112983346206622,2,0.0,0.56,0.012345679012345678,portland,68.91439351924562,2.6768339446042946,107.31662124461845,2029.7834727768739
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,1,3,15.11683073757494,346.5179001508728,5.850816174903723,3,0.0,0.56,0.012345679012345678,portland,66.80450026003204,2.399670255968781,114.23823409322058,1509.5610993148357
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,1,0,1,3,24.765742882398023,159.2582907155803,5.076786830597178,4,0.56,0.56,0.0,portland,65.9153870917959,4.4225490234384,6.780628292261502,1467.4465101075639
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,1,1,3,20.932393250635528,398.5700799114128,5.990389168874554,1,0.0,0.56,0.012345679012345678,portland,69.83209051106954,2.5312241008925125,95.94484126667501,2077.9500643983793
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,1,1,0,2,19.8952304630292,450.7176233635943,6.113057257537268,0,0.0,0.56,0.012345679012345678,portland,57.2667419727797,0.7148197349134351,36.19003589970215,874.9739911776705
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,0,1,0,2,76.90084133987037,319.8250723730196,5.770896028714602,3,0.56,0.0,0.012345679012345678,portland,60.381773967561024,2.2974103945278337,36.7402408101518,316.73472190134316
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,2,60.64168665202455,35.20708613497481,3.5892548492602145,0,0.56,0.0,0.0,portland,48.965935251945766,3.56504728168351,26.4373336644191,391.4487143522543
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,0,0,0,1,76.81808036183743,232.647847748036,5.453815057668256,3,0.56,0.0,0.0,portland,43.77439862526816,2.0617386516880405,0.0,255.21690182732908
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,0,0,0,0,0,12.281734474495911,444.49815193060545,6.099193098598344,0,0.0,0.0,0.0,portland,27.668197843557632,0.0,0.0,4.7045035557017085
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,1,0,0,1,16.53038608419095,103.47364647314286,4.648934852740536,0,0.0,0.56,0.0,portland,41.32496152331666,0.5884519627261828,0.22247103127231085,506.8089347362282
45.52,-122.68,0.7134950691839065,0.7006602502284917,-0.8416993101205957,-0.5399465448935785,50,80.0,4.394449154672439,12.5,76,140,4.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,1,0,0,2,74.8546911518434,623.3503754013055,6.43671170982838,3,0.56,0.56,0.0,portland,58.112239415065595,2.9440590822444115,0.0,1999.3123151656703
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,1,0,2,34.22510474903533,117.24291859798286,4.772741140572377,1,0.0,0.96,0.25,san_diego,61.0827829885777,0.8869675039547584,135.8432531629013,1811.87627754792
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,0,0,1,1,2.4867344006424297,1146.4775010992103,7.045321334857263,2,0.0,0.0,0.0,san_diego,41.91745978972297,1.4220154198188812,18.161354900255798,125.9156171613169
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,0,1,2,49.67373917667261,169.57939196752665,5.139200830384239,3,0.96,0.0,0.0,san_diego,54.3398506981493,3.5193135833009124,28.17899956040295,617.046388641993
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,1,1,4,63.602192583692386,204.80175127050688,5.326913332938607,0,0.96,0.96,0.25,san_diego,81.27007673333485,4.862169533329059,103.44973603556498,1332.627080632995
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,0,1,1,3,18.901406182266427,156.94235081168995,5.062230098165896,3,0.96,0.0,0.25,san_diego,75.11874684106401,4.351165426070449,76.87654352521882,725.9040972093342
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,1,1,3,17.59120341880493,382.2752902819541,5.948753504568755,3,0.0,0.96,0.25,san_diego,71.6634184040159,2.4773117638323767,154.62023105994854,2070.461987759498
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,0,0,0,27.496806159765566,95.9357527228394,4.5740484159938,4,0.0,0.0,0.0,san_diego,26.18090505609554,0.0,0.22995013315388518,0.0
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,1,0,2,29.65026092045063,95.08235854899323,4.565205725232648,2,0.96,0.0,0.25,san_diego,60.18618944763658,2.903032310840247,131.54172275319536,514.5375565657732
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,0,0,0,1.598393938385012,151.88383374306656,5.0296783764299136,0,0.0,0.0,0.0,san_diego,31.92285703488757,0.1548725558462862,0.0,7.2220170896645755
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,1,3.145550642661634,46.54423550954721,3.8616605515593094,4,0.0,0.96,0.0,san_diego,38.67568414358099,0.378625115190094,0.4196006775761317,1576.094967455634
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,0,1,0,2,41.85343685955036,653.8750031196289,6.484444382492085,2,0.96,0.0,0.25,san_diego,59.63962592642788,2.3029825447661554,120.34273572273035,528.7589373096407
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,0,0,0,1,11.46800561676308,180.39197767818388,5.200660312216797,0,0.96,0.0,0.0,san_diego,42.41678001654342,2.27001347412539,0.0,610.8109913639842
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,1,0,3,65.59080974557607,181.2163718252221,5.205194837129426,2,0.96,0.96,0.25,san_diego,78.8050476875899,3.346775536590935,89.39115470199592,3001.5533578106238
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,1,0,1,41.496138263569335,574.9251512452216,6.355977706497387,1,0.0,0.0,0.25,san_diego,47.82960992262477,0.325180087520851,107.8868147787255,0.0
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,1,0,1,2,16.58826664211646,1023.6184877173858,6.932075615181262,1,0.0,0.96,0.0,san_diego,62.84532690942319,2.0652584529185787,10.178430440675585,4687.535456288933
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2100,1.0,-2.4492935982947064e-16,1.0,1,0,1,0,2,46.888750713149314,224.0955650540633,5.416525045604263,2,0.96,0.0,0.25,san_diego,55.89292420137135,2.7132267472522624,131.64957224837133,517.7904735455652
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,0,1,0,2,7.457457013396835,108.75645844347905,4.6982638970892845,2,0.96,0.0,0.25,san_diego,63.566946856978696,2.766280951294614,60.66410639929772,549.2151487431711
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,0,1,1,2,16.78085284907305,77.54362719036305,4.363654230797545,4,0.0,0.0,0.25,san_diego,60.02534142044769,1.821597878067992,102.79392129613308,148.08393850663796
32.72,-117.16,0.5405340302350872,0.8413221512344804,-0.8897352710732563,-0.4564768859517413,20,3.0,1.3862943611198906,18.0,68,240,5.0,0,1,0,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,1,1,1,4,5.515116138604377,44.0022916546267,3.8067134141320236,3,0.96,0.96,0.25,san_diego,83.60375152870358,4.417349953399827,152.94648444951235,2272.3632734663975
